season,team_id,top25_elo_wins,top25_elo_games
2003,1266,2,4
2003,1267,0,1
2003,1268,2,4
2003,1269,0,2
2003,1270,0,1
2003,1272,3,4
2003,1273,1,2
2003,1274,0,1
2003,1275,2,4
2003,1276,0,4
2003,1277,2,5
2003,1278,0,2
2003,1279,0,2
2003,1280,2,4
2003,1281,3,9
2003,1282,0,1
2003,1283,0,5
2003,1284,0,1
2003,1285,0,2
2003,1286,0,2
2003,1289,0,1
2003,1291,0,1
2003,1293,0,2
2003,1296,0,3
2003,1298,0,2
2003,1299,0,2
2003,1301,2,6
2003,1304,0,5
2003,1305,0,1
2003,1310,0,3
2003,1313,0,1
2003,1314,2,8
2003,1317,1,1
2003,1318,0,1
2003,1319,0,3
2003,1320,0,4
2003,1321,0,2
2003,1323,3,8
2003,1324,0,1
2003,1325,0,2
2003,1326,0,5
2003,1328,1,3
2003,1329,2,5
2003,1330,2,3
2003,1332,1,3
2003,1333,0,2
2003,1336,0,3
2003,1338,1,2
2003,1339,0,1
2003,1340,0,2
2003,1341,0,1
2003,1343,0,5
2003,1344,1,3
2003,1345,2,4
2003,1346,0,1
2003,1348,0,4
2003,1350,1,5
2003,1351,0,2
2003,1352,0,1
2003,1353,1,4
2003,1354,0,1
2003,1356,1,3
2003,1357,0,1
2003,1359,0,2
2003,1361,0,1
2003,1364,0,1
2003,1368,0,2
2003,1369,0,2
2003,1371,1,7
2003,1372,0,1
2003,1373,1,3
2003,1374,0,1
2003,1375,0,1
2003,1376,0,2
2003,1378,1,4
2003,1379,2,4
2003,1382,0,1
2003,1384,0,1
2003,1385,1,4
2003,1386,1,4
2003,1387,4,9
2003,1389,1,3
2003,1390,2,3
2003,1391,0,2
2003,1393,1,3
2003,1395,0,5
2003,1396,1,7
2003,1397,0,3
2003,1398,0,1
2003,1399,0,1
2003,1400,2,4
2003,1401,0,5
2003,1403,2,8
2003,1405,0,2
2003,1406,0,2
2003,1408,0,5
2003,1409,0,1
2003,1410,0,1
2003,1412,1,5
2003,1414,0,1
2003,1416,1,3
2003,1417,1,5
2003,1421,0,3
2003,1422,0,2
2003,1423,0,1
2003,1425,0,3
2003,1426,0,2
2003,1427,0,3
2003,1428,1,1
2003,1429,1,1
2003,1433,0,2
2003,1434,1,2
2003,1435,0,3
2003,1437,0,5
2003,1438,2,6
2003,1439,0,1
2003,1442,0,1
2003,1443,0,2
2003,1444,0,2
2003,1448,1,3
2003,1449,0,2
2003,1450,0,2
2003,1452,0,4
2003,1453,0,3
2003,1454,2,4
2003,1455,1,5
2003,1456,0,2
2003,1458,1,4
2003,1460,0,3
2003,1461,0,1
2003,1462,3,3
2003,1463,2,5
2003,1464,0,2
2004,1103,0,2
2004,1104,2,5
2004,1106,0,1
2004,1107,0,3
2004,1110,1,1
2004,1111,0,2
2004,1112,1,3
2004,1113,0,3
2004,1114,0,1
2004,1116,0,5
2004,1119,0,1
2004,1120,0,3
2004,1122,1,3
2004,1123,0,3
2004,1124,0,4
2004,1125,1,5
2004,1127,0,2
2004,1129,1,2
2004,1130,1,5
2004,1131,0,1
2004,1132,0,2
2004,1133,0,2
2004,1135,0,1
2004,1138,0,1
2004,1139,0,3
2004,1140,1,2
2004,1141,0,2
2004,1142,0,4
2004,1143,0,3
2004,1144,0,4
2004,1145,1,3
2004,1147,0,1
2004,1150,2,3
2004,1151,0,3
2004,1152,0,2
2004,1154,0,2
2004,1155,1,4
2004,1156,0,3
2004,1158,2,4
2004,1160,0,2
2004,1161,0,1
2004,1162,0,1
2004,1163,3,4
2004,1164,0,1
2004,1166,0,2
2004,1168,0,4
2004,1169,1,6
2004,1170,0,1
2004,1172,0,3
2004,1173,0,2
2004,1174,0,1
2004,1175,0,1
2004,1176,0,1
2004,1177,1,3
2004,1178,3,5
2004,1179,0,2
2004,1180,0,1
2004,1181,2,2
2004,1182,0,2
2004,1183,0,4
2004,1184,0,3
2004,1185,0,2
2004,1186,0,2
2004,1187,0,1
2004,1189,0,3
2004,1191,0,5
2004,1193,0,3
2004,1194,0,5
2004,1196,1,5
2004,1198,0,1
2004,1199,0,3
2004,1200,0,5
2004,1201,1,4
2004,1202,0,2
2004,1203,0,3
2004,1204,0,1
2004,1205,0,4
2004,1207,0,3
2004,1208,2,6
2004,1209,2,5
2004,1210,2,4
2004,1211,0,2
2004,1216,0,2
2004,1217,0,2
2004,1218,1,3
2004,1220,0,1
2004,1221,1,2
2004,1222,0,2
2004,1225,0,6
2004,1226,0,1
2004,1227,0,1
2004,1228,2,4
2004,1229,0,5
2004,1231,0,5
2004,1232,0,2
2004,1233,1,3
2004,1234,0,3
2004,1235,1,3
2004,1236,0,1
2004,1237,1,1
2004,1238,0,1
2004,1239,0,5
2004,1240,0,2
2004,1242,0,5
2004,1243,1,2
2004,1245,1,2
2004,1246,1,1
2004,1247,0,1
2004,1249,0,2
2004,1250,0,1
2004,1251,0,1
2004,1252,0,4
2004,1253,0,4
2004,1256,0,2
2004,1257,3,5
2004,1258,0,2
2004,1259,0,2
2004,1260,0,3
2004,1261,1,4
2004,1263,0,2
2004,1265,0,2
2004,1266,0,2
2004,1267,1,4
2004,1268,2,5
2004,1269,0,3
2004,1270,0,1
2004,1271,0,1
2004,1272,0,2
2004,1273,0,6
2004,1274,0,2
2004,1275,0,2
2004,1276,1,5
2004,1277,0,6
2004,1278,0,3
2004,1279,0,3
2004,1280,0,1
2004,1281,1,4
2004,1283,1,3
2004,1285,0,2
2004,1287,0,3
2004,1292,0,1
2004,1293,1,2
2004,1296,1,2
2004,1298,0,1
2004,1301,1,2
2004,1304,0,2
2004,1305,0,2
2004,1306,0,3
2004,1308,0,1
2004,1309,0,2
2004,1310,0,4
2004,1314,2,5
2004,1318,0,2
2004,1320,1,2
2004,1321,2,4
2004,1322,0,2
2004,1323,1,6
2004,1324,1,2
2004,1325,0,3
2004,1326,0,4
2004,1328,0,6
2004,1329,3,3
2004,1330,0,1
2004,1332,0,3
2004,1333,0,2
2004,1334,2,5
2004,1335,1,3
2004,1336,0,4
2004,1337,0,3
2004,1338,2,4
2004,1339,1,4
2004,1343,0,1
2004,1344,2,4
2004,1345,3,5
2004,1346,0,1
2004,1348,0,2
2004,1349,1,5
2004,1350,0,2
2004,1351,1,2
2004,1352,0,1
2004,1353,0,3
2004,1356,0,1
2004,1357,0,1
2004,1358,0,1
2004,1359,1,2
2004,1360,0,2
2004,1361,0,1
2004,1362,1,5
2004,1363,0,3
2004,1364,0,4
2004,1365,1,5
2004,1369,0,3
2004,1371,1,2
2004,1373,0,2
2004,1374,1,4
2004,1375,0,1
2004,1376,0,4
2004,1378,0,1
2004,1379,0,2
2004,1381,0,1
2004,1382,0,2
2004,1384,0,1
2004,1385,0,3
2004,1386,3,3
2004,1387,0,2
2004,1388,0,3
2004,1389,0,3
2004,1390,1,1
2004,1391,0,4
2004,1392,1,3
2004,1393,3,5
2004,1394,1,3
2004,1395,0,2
2004,1396,0,3
2004,1397,0,3
2004,1398,0,2
2004,1399,0,4
2004,1400,0,4
2004,1401,0,4
2004,1402,0,1
2004,1403,2,6
2004,1404,0,4
2004,1405,1,4
2004,1407,1,3
2004,1408,0,2
2004,1409,0,3
2004,1410,0,1
2004,1412,1,3
2004,1414,0,6
2004,1415,0,4
2004,1416,2,3
2004,1417,0,3
2004,1419,0,1
2004,1420,0,2
2004,1421,0,1
2004,1422,0,2
2004,1423,0,2
2004,1424,0,2
2004,1425,0,3
2004,1426,0,1
2004,1427,0,2
2004,1428,1,2
2004,1429,1,2
2004,1431,1,3
2004,1434,0,2
2004,1435,2,4
2004,1436,1,3
2004,1437,0,4
2004,1438,0,3
2004,1439,0,3
2004,1441,0,2
2004,1442,0,1
2004,1443,0,2
2004,1447,0,1
2004,1448,2,4
2004,1449,1,4
2004,1450,0,4
2004,1451,0,3
2004,1452,0,2
2004,1453,1,4
2004,1454,1,6
2004,1455,1,3
2004,1456,0,1
2004,1457,0,2
2004,1458,2,3
2004,1459,0,2
2004,1460,1,3
2004,1461,0,1
2004,1462,2,4
2004,1463,0,1
2004,1464,0,4
2005,1102,1,4
2005,1104,0,4
2005,1106,0,1
2005,1107,0,4
2005,1110,1,1
2005,1112,2,5
2005,1113,0,6
2005,1114,1,2
2005,1115,0,1
2005,1116,1,4
2005,1120,0,2
2005,1122,0,2
2005,1123,0,1
2005,1124,0,4
2005,1127,0,4
2005,1128,0,3
2005,1129,0,3
2005,1130,3,4
2005,1131,1,3
2005,1133,0,2
2005,1137,0,1
2005,1138,0,1
2005,1140,1,8
2005,1142,0,5
2005,1143,0,5
2005,1144,0,1
2005,1148,0,1
2005,1149,0,3
2005,1150,0,1
2005,1152,0,1
2005,1153,0,4
2005,1155,0,6
2005,1156,0,1
2005,1157,1,3
2005,1159,0,1
2005,1160,0,4
2005,1161,0,5
2005,1163,3,7
2005,1164,0,3
2005,1165,0,1
2005,1166,0,2
2005,1168,1,5
2005,1169,1,6
2005,1171,0,1
2005,1172,0,1
2005,1174,0,2
2005,1175,0,2
2005,1177,1,2
2005,1179,0,2
2005,1180,0,3
2005,1181,3,5
2005,1182,0,2
2005,1184,0,2
2005,1186,0,3
2005,1187,0,3
2005,1189,0,1
2005,1190,0,1
2005,1191,0,2
2005,1194,0,1
2005,1196,2,4
2005,1197,0,3
2005,1198,0,1
2005,1199,2,6
2005,1200,0,1
2005,1201,1,3
2005,1202,0,1
2005,1203,0,1
2005,1204,0,2
2005,1206,1,2
2005,1207,1,8
2005,1208,0,4
2005,1209,0,1
2005,1210,2,8
2005,1211,2,3
2005,1216,0,2
2005,1218,1,4
2005,1219,0,4
2005,1220,1,4
2005,1221,0,2
2005,1222,1,2
2005,1225,1,5
2005,1227,0,1
2005,1228,2,2
2005,1229,0,2
2005,1231,0,4
2005,1232,0,3
2005,1233,0,1
2005,1234,1,4
2005,1235,1,2
2005,1236,1,2
2005,1237,0,1
2005,1238,0,1
2005,1239,0,1
2005,1241,0,2
2005,1242,4,7
2005,1243,0,2
2005,1245,0,3
2005,1246,2,5
2005,1247,0,1
2005,1248,0,1
2005,1251,0,3
2005,1253,0,4
2005,1254,0,1
2005,1255,0,3
2005,1256,1,2
2005,1257,1,2
2005,1258,0,4
2005,1260,0,1
2005,1261,1,4
2005,1263,1,3
2005,1264,0,1
2005,1265,0,1
2005,1266,0,3
2005,1268,2,5
2005,1269,1,3
2005,1272,1,4
2005,1274,1,6
2005,1276,0,2
2005,1277,0,2
2005,1278,0,3
2005,1279,0,2
2005,1280,1,5
2005,1281,2,5
2005,1283,2,4
2005,1284,0,1
2005,1285,0,1
2005,1287,0,2
2005,1290,0,1
2005,1292,0,1
2005,1293,0,1
2005,1294,0,5
2005,1299,0,3
2005,1301,1,8
2005,1304,1,2
2005,1305,2,4
2005,1306,0,3
2005,1307,2,4
2005,1308,0,4
2005,1314,4,6
2005,1318,0,4
2005,1319,0,1
2005,1320,1,2
2005,1321,0,4
2005,1322,0,2
2005,1323,3,7
2005,1324,0,1
2005,1326,1,2
2005,1328,2,5
2005,1329,2,4
2005,1332,2,7
2005,1333,1,5
2005,1334,3,4
2005,1335,0,1
2005,1336,0,2
2005,1337,0,2
2005,1338,4,7
2005,1339,1,3
2005,1340,0,1
2005,1343,0,3
2005,1344,0,10
2005,1345,0,3
2005,1346,0,1
2005,1347,0,2
2005,1349,0,5
2005,1350,0,2
2005,1353,0,7
2005,1354,0,1
2005,1356,1,1
2005,1357,0,2
2005,1358,0,2
2005,1360,0,4
2005,1361,0,6
2005,1362,2,3
2005,1363,0,3
2005,1364,0,4
2005,1365,1,5
2005,1369,0,1
2005,1371,0,6
2005,1373,0,3
2005,1374,0,3
2005,1375,0,1
2005,1376,2,5
2005,1378,0,1
2005,1379,0,1
2005,1381,0,1
2005,1382,0,1
2005,1385,0,6
2005,1386,0,2
2005,1387,0,3
2005,1388,1,3
2005,1390,2,6
2005,1391,0,1
2005,1392,0,3
2005,1393,2,6
2005,1394,1,2
2005,1395,0,3
2005,1396,1,3
2005,1397,1,8
2005,1398,0,2
2005,1399,0,1
2005,1400,2,5
2005,1401,0,4
2005,1403,3,7
2005,1404,0,1
2005,1405,0,1
2005,1406,0,2
2005,1407,0,2
2005,1408,0,1
2005,1409,1,3
2005,1410,0,1
2005,1412,0,3
2005,1413,0,3
2005,1414,0,4
2005,1415,0,4
2005,1416,1,1
2005,1417,1,5
2005,1418,1,1
2005,1420,0,4
2005,1421,0,2
2005,1422,0,1
2005,1423,0,3
2005,1424,0,6
2005,1425,0,5
2005,1426,0,1
2005,1428,1,6
2005,1429,2,4
2005,1431,0,2
2005,1433,1,4
2005,1434,0,2
2005,1435,0,5
2005,1436,0,1
2005,1437,1,4
2005,1438,1,7
2005,1439,1,4
2005,1440,0,3
2005,1448,4,6
2005,1449,4,6
2005,1450,1,6
2005,1451,0,3
2005,1452,2,8
2005,1455,1,2
2005,1456,0,5
2005,1458,0,3
2005,1460,0,2
2005,1461,1,6
2005,1463,0,2
2006,1102,0,1
2006,1103,1,3
2006,1104,1,2
2006,1106,0,1
2006,1107,0,2
2006,1108,0,1
2006,1110,0,5
2006,1112,2,8
2006,1113,0,5
2006,1114,0,1
2006,1116,2,4
2006,1119,0,4
2006,1120,0,2
2006,1122,0,3
2006,1123,0,1
2006,1124,0,3
2006,1125,0,1
2006,1126,0,1
2006,1127,0,1
2006,1129,0,2
2006,1130,2,4
2006,1131,0,3
2006,1132,1,2
2006,1137,0,2
2006,1138,0,4
2006,1139,0,3
2006,1141,0,1
2006,1143,2,6
2006,1147,0,1
2006,1150,0,2
2006,1152,0,1
2006,1153,1,5
2006,1155,0,3
2006,1156,0,2
2006,1157,0,1
2006,1158,1,1
2006,1159,0,3
2006,1160,1,4
2006,1163,3,4
2006,1164,0,3
2006,1165,0,2
2006,1166,1,1
2006,1170,0,2
2006,1171,0,2
2006,1172,0,2
2006,1173,0,1
2006,1174,0,7
2006,1175,1,2
2006,1177,1,4
2006,1179,0,2
2006,1180,0,7
2006,1181,6,7
2006,1182,0,3
2006,1183,1,2
2006,1184,0,2
2006,1185,0,1
2006,1186,0,2
2006,1187,1,3
2006,1189,0,1
2006,1193,0,1
2006,1197,0,2
2006,1198,0,2
2006,1199,1,5
2006,1200,0,1
2006,1201,1,2
2006,1205,0,2
2006,1206,1,4
2006,1207,2,5
2006,1208,0,3
2006,1209,0,6
2006,1210,1,4
2006,1211,0,3
2006,1214,0,1
2006,1217,0,1
2006,1218,1,2
2006,1220,3,5
2006,1221,0,5
2006,1222,0,3
2006,1225,0,5
2006,1226,0,1
2006,1227,0,1
2006,1228,2,4
2006,1231,2,8
2006,1234,3,5
2006,1235,1,5
2006,1236,0,1
2006,1238,0,1
2006,1239,0,1
2006,1240,0,3
2006,1241,0,4
2006,1242,1,3
2006,1243,1,3
2006,1244,0,1
2006,1246,0,5
2006,1247,0,3
2006,1248,0,2
2006,1249,0,1
2006,1250,0,4
2006,1255,0,1
2006,1256,0,3
2006,1257,0,6
2006,1258,0,4
2006,1261,0,4
2006,1263,0,1
2006,1264,0,1
2006,1266,2,4
2006,1267,0,4
2006,1268,1,8
2006,1269,0,4
2006,1271,0,2
2006,1272,4,7
2006,1274,1,7
2006,1275,0,2
2006,1276,1,6
2006,1277,4,10
2006,1278,2,7
2006,1279,0,2
2006,1280,1,2
2006,1281,1,4
2006,1287,0,3
2006,1288,0,3
2006,1292,0,1
2006,1294,0,1
2006,1296,0,2
2006,1298,0,2
2006,1301,2,7
2006,1304,0,5
2006,1305,1,2
2006,1306,0,1
2006,1307,0,1
2006,1308,0,4
2006,1309,0,1
2006,1310,0,1
2006,1313,0,3
2006,1314,1,5
2006,1317,0,1
2006,1318,1,6
2006,1320,2,2
2006,1321,1,6
2006,1323,1,4
2006,1325,0,3
2006,1326,1,3
2006,1328,1,4
2006,1329,1,7
2006,1330,2,6
2006,1332,1,6
2006,1333,0,5
2006,1334,0,1
2006,1335,0,2
2006,1336,1,7
2006,1337,0,4
2006,1338,1,2
2006,1339,0,2
2006,1340,0,1
2006,1341,0,1
2006,1344,0,5
2006,1345,0,5
2006,1346,0,1
2006,1347,0,1
2006,1348,0,2
2006,1349,0,4
2006,1350,0,2
2006,1351,0,2
2006,1352,0,2
2006,1353,1,5
2006,1354,0,1
2006,1355,0,1
2006,1356,2,2
2006,1357,0,1
2006,1359,1,4
2006,1360,0,3
2006,1362,0,2
2006,1363,0,2
2006,1364,0,1
2006,1365,1,4
2006,1366,0,1
2006,1369,0,3
2006,1371,1,4
2006,1373,0,1
2006,1374,0,3
2006,1376,2,4
2006,1378,0,3
2006,1379,0,4
2006,1380,0,1
2006,1382,0,1
2006,1383,0,2
2006,1384,0,1
2006,1385,1,5
2006,1386,1,7
2006,1387,0,4
2006,1388,2,4
2006,1389,0,2
2006,1390,1,5
2006,1392,0,5
2006,1393,3,10
2006,1396,1,5
2006,1397,4,5
2006,1398,0,3
2006,1399,1,2
2006,1400,4,6
2006,1401,1,4
2006,1402,0,1
2006,1403,0,4
2006,1404,0,4
2006,1405,1,3
2006,1406,1,4
2006,1408,0,3
2006,1409,0,3
2006,1410,0,3
2006,1411,0,3
2006,1412,1,3
2006,1413,0,1
2006,1414,0,1
2006,1416,0,3
2006,1417,1,4
2006,1418,0,1
2006,1419,0,1
2006,1421,0,2
2006,1422,0,1
2006,1423,3,5
2006,1424,0,1
2006,1425,2,5
2006,1426,0,1
2006,1427,0,2
2006,1429,1,3
2006,1431,1,3
2006,1433,1,7
2006,1434,0,2
2006,1435,0,2
2006,1436,0,2
2006,1437,2,5
2006,1438,2,6
2006,1439,0,6
2006,1442,0,1
2006,1443,1,1
2006,1444,0,1
2006,1447,0,1
2006,1448,1,8
2006,1449,3,3
2006,1450,2,5
2006,1452,3,7
2006,1453,0,1
2006,1454,0,1
2006,1455,0,2
2006,1456,0,5
2006,1457,0,1
2006,1458,3,7
2006,1461,0,1
2006,1462,0,2
2006,1463,0,2
2006,1464,0,1
2007,1102,1,4
2007,1103,0,1
2007,1104,0,2
2007,1107,1,4
2007,1108,0,1
2007,1110,0,3
2007,1111,2,2
2007,1112,3,10
2007,1113,0,7
2007,1114,1,2
2007,1115,0,1
2007,1116,1,4
2007,1117,0,1
2007,1119,0,3
2007,1120,0,4
2007,1122,0,2
2007,1123,0,3
2007,1124,0,6
2007,1126,0,1
2007,1127,0,3
2007,1129,1,4
2007,1130,0,4
2007,1131,0,3
2007,1132,0,2
2007,1133,2,4
2007,1135,0,1
2007,1137,1,3
2007,1138,0,3
2007,1139,1,2
2007,1140,1,4
2007,1141,0,3
2007,1143,2,9
2007,1146,0,1
2007,1147,0,1
2007,1148,0,2
2007,1149,0,3
2007,1150,0,1
2007,1151,0,4
2007,1152,0,1
2007,1153,0,6
2007,1154,0,3
2007,1155,0,1
2007,1156,0,1
2007,1157,0,2
2007,1158,0,4
2007,1159,0,2
2007,1160,0,4
2007,1161,1,5
2007,1163,0,2
2007,1164,0,1
2007,1166,1,3
2007,1168,0,1
2007,1169,0,2
2007,1171,0,2
2007,1173,1,3
2007,1174,0,3
2007,1175,0,2
2007,1177,2,5
2007,1178,0,2
2007,1179,0,3
2007,1180,1,3
2007,1181,3,5
2007,1182,0,2
2007,1184,0,1
2007,1185,0,2
2007,1186,0,2
2007,1187,0,2
2007,1189,0,4
2007,1191,1,2
2007,1193,0,2
2007,1194,0,1
2007,1196,1,2
2007,1197,0,2
2007,1198,0,1
2007,1199,1,5
2007,1200,0,1
2007,1201,0,2
2007,1202,0,3
2007,1204,0,1
2007,1205,0,3
2007,1206,1,4
2007,1207,4,6
2007,1208,0,4
2007,1209,0,3
2007,1210,2,4
2007,1211,2,5
2007,1212,0,1
2007,1214,0,2
2007,1216,0,4
2007,1217,1,2
2007,1218,0,4
2007,1219,0,3
2007,1220,2,2
2007,1222,0,5
2007,1224,0,1
2007,1225,0,4
2007,1226,0,4
2007,1227,1,2
2007,1228,0,3
2007,1229,0,2
2007,1231,2,3
2007,1232,0,2
2007,1233,0,2
2007,1234,0,3
2007,1235,0,5
2007,1236,0,1
2007,1238,0,1
2007,1239,0,2
2007,1241,0,3
2007,1242,3,4
2007,1243,1,5
2007,1245,0,5
2007,1246,0,5
2007,1247,0,1
2007,1248,0,4
2007,1249,2,4
2007,1250,0,4
2007,1251,0,4
2007,1253,0,1
2007,1255,0,1
2007,1256,0,4
2007,1257,1,4
2007,1258,0,1
2007,1260,0,1
2007,1261,2,3
2007,1263,1,3
2007,1264,0,1
2007,1266,2,6
2007,1267,0,2
2007,1268,3,4
2007,1269,0,1
2007,1270,0,2
2007,1273,0,2
2007,1274,0,1
2007,1275,2,3
2007,1276,1,7
2007,1277,4,8
2007,1278,0,5
2007,1279,0,3
2007,1280,1,3
2007,1281,1,5
2007,1283,1,4
2007,1284,0,1
2007,1291,0,1
2007,1292,0,1
2007,1293,0,1
2007,1296,0,2
2007,1298,0,3
2007,1301,1,3
2007,1304,0,5
2007,1305,1,2
2007,1306,0,2
2007,1307,0,4
2007,1308,1,2
2007,1309,0,1
2007,1310,1,2
2007,1311,0,2
2007,1313,0,2
2007,1314,2,2
2007,1316,0,1
2007,1318,0,2
2007,1319,0,2
2007,1320,1,3
2007,1321,0,4
2007,1322,0,2
2007,1323,0,2
2007,1324,0,2
2007,1325,1,3
2007,1326,2,5
2007,1328,0,7
2007,1329,4,9
2007,1330,2,4
2007,1331,1,4
2007,1332,4,5
2007,1333,0,7
2007,1334,0,3
2007,1335,0,1
2007,1336,0,4
2007,1338,1,4
2007,1339,0,4
2007,1340,0,1
2007,1341,0,2
2007,1344,1,4
2007,1345,1,5
2007,1346,0,1
2007,1347,0,3
2007,1348,0,1
2007,1349,0,2
2007,1350,0,1
2007,1351,0,1
2007,1352,0,1
2007,1353,0,3
2007,1357,0,1
2007,1358,1,3
2007,1359,0,1
2007,1361,2,5
2007,1362,0,2
2007,1363,0,3
2007,1364,1,1
2007,1365,0,1
2007,1368,0,2
2007,1371,0,4
2007,1372,0,2
2007,1373,0,1
2007,1374,0,2
2007,1376,0,3
2007,1378,1,5
2007,1379,0,2
2007,1380,0,2
2007,1381,0,1
2007,1384,0,1
2007,1385,1,4
2007,1387,0,3
2007,1388,0,2
2007,1390,3,6
2007,1391,0,1
2007,1392,0,3
2007,1393,2,5
2007,1394,0,1
2007,1395,0,5
2007,1397,3,6
2007,1398,0,1
2007,1400,1,4
2007,1401,3,5
2007,1402,0,3
2007,1403,3,6
2007,1405,2,3
2007,1406,1,5
2007,1408,0,2
2007,1409,0,2
2007,1411,0,1
2007,1412,0,5
2007,1414,0,2
2007,1415,0,1
2007,1416,0,1
2007,1417,5,6
2007,1418,0,1
2007,1420,0,3
2007,1421,0,4
2007,1422,0,2
2007,1423,0,2
2007,1424,4,5
2007,1425,3,9
2007,1426,0,3
2007,1427,0,3
2007,1428,1,6
2007,1429,2,4
2007,1431,0,1
2007,1434,0,1
2007,1435,1,3
2007,1437,3,7
2007,1438,0,1
2007,1439,2,3
2007,1440,0,4
2007,1441,0,2
2007,1443,0,2
2007,1444,0,3
2007,1445,0,4
2007,1447,0,1
2007,1448,0,2
2007,1449,2,8
2007,1450,0,4
2007,1451,0,1
2007,1452,1,5
2007,1453,0,1
2007,1454,0,2
2007,1455,0,2
2007,1456,0,3
2007,1457,0,3
2007,1458,3,5
2007,1459,0,2
2007,1461,1,5
2007,1462,1,1
2007,1463,0,1
2007,1464,0,2
2008,1102,1,4
2008,1103,0,4
2008,1104,0,2
2008,1107,0,1
2008,1110,0,1
2008,1111,0,2
2008,1112,1,8
2008,1113,2,5
2008,1114,0,3
2008,1116,2,3
2008,1117,0,3
2008,1120,0,2
2008,1122,0,1
2008,1123,0,3
2008,1124,1,4
2008,1125,0,1
2008,1129,1,1
2008,1130,0,5
2008,1131,0,1
2008,1132,1,2
2008,1133,1,4
2008,1135,0,1
2008,1138,0,3
2008,1139,0,1
2008,1140,2,5
2008,1141,1,2
2008,1143,0,5
2008,1145,0,1
2008,1148,0,2
2008,1150,1,2
2008,1151,0,4
2008,1152,0,1
2008,1153,2,8
2008,1154,0,2
2008,1155,1,5
2008,1156,1,4
2008,1158,0,2
2008,1159,0,1
2008,1160,0,5
2008,1161,0,6
2008,1163,3,7
2008,1164,0,2
2008,1165,0,1
2008,1166,0,4
2008,1169,0,1
2008,1170,0,1
2008,1172,0,3
2008,1173,2,5
2008,1174,0,2
2008,1175,0,1
2008,1176,0,2
2008,1177,0,6
2008,1178,1,3
2008,1179,1,1
2008,1180,1,2
2008,1181,3,5
2008,1182,1,4
2008,1184,0,2
2008,1185,0,2
2008,1186,0,1
2008,1187,0,1
2008,1189,0,4
2008,1191,0,3
2008,1192,0,2
2008,1193,0,1
2008,1194,0,5
2008,1195,0,1
2008,1196,0,2
2008,1197,0,1
2008,1198,0,5
2008,1199,0,5
2008,1200,0,3
2008,1201,0,2
2008,1202,0,2
2008,1203,0,3
2008,1204,0,2
2008,1206,1,2
2008,1207,2,6
2008,1208,0,4
2008,1209,0,2
2008,1210,1,5
2008,1211,1,3
2008,1212,0,1
2008,1214,1,2
2008,1216,0,2
2008,1217,0,1
2008,1220,0,2
2008,1222,0,3
2008,1223,0,2
2008,1224,0,1
2008,1225,0,1
2008,1226,0,2
2008,1227,0,3
2008,1228,0,4
2008,1229,0,4
2008,1231,0,3
