season,team_id,seed_code,division,seed_num,seed_missing
1987,1137,X16,M,16,0
1987,1231,Y01,M,1,0
1987,1396,Y02,M,2,0
1987,1177,Y03,M,3,0
1987,1281,Y04,M,4,0
1987,1181,Y05,M,5,0
1987,1385,Y06,M,6,0
1987,1210,Y07,M,7,0
1987,1120,Y08,M,8,0
1987,1360,Y09,M,9,0
1987,1261,Y10,M,10,0
1987,1455,Y11,M,11,0
1987,1401,Y12,M,12,0
1987,1462,Y13,M,13,0
1987,1256,Y14,M,14,0
1987,1380,Y15,M,15,0
1987,1193,Y16,M,16,0
1987,1424,Z01,M,1,0
1987,1234,Z02,M,2,0
1987,1338,Z03,M,3,0
1987,1417,Z04,M,4,0
1987,1438,Z05,M,5,0
1987,1328,Z06,M,6,0
1987,1431,Z07,M,7,0
1987,1208,Z08,M,8,0
1987,1243,Z09,M,9,0
1987,1112,Z10,M,10,0
1987,1409,Z11,M,11,0
1987,1461,Z12,M,12,0
1987,1141,Z13,M,13,0
1987,1265,Z14,M,14,0
1987,1365,Z15,M,15,0
1987,1226,Z16,M,16,0
1988,1396,W01,M,1,0
1988,1181,W02,M,2,0
1988,1393,W03,M,3,0
1988,1231,W04,M,4,0
1988,1210,W05,M,5,0
1988,1281,W06,M,6,0
1988,1374,W07,M,7,0
1988,1207,W08,M,8,0
1988,1261,W09,M,9,0
1988,1323,W10,M,10,0
1988,1348,W11,M,11,0
1988,1235,W12,M,12,0
1988,1350,W13,M,13,0
1988,1299,W14,M,14,0
1988,1131,W15,M,15,0
1988,1250,W16,M,16,0
1988,1345,X01,M,1,0
1988,1338,X02,M,2,0
1988,1301,X03,M,3,0
1988,1243,X04,M,4,0
1988,1177,X05,M,5,0
1988,1242,X06,M,6,0
1988,1435,X07,M,7,0
1988,1124,X08,M,8,0
1988,1272,X09,M,9,0
1988,1429,X10,M,10,0
1988,1462,X11,M,11,0
1988,1455,X12,M,12,0
1988,1247,X13,M,13,0
1988,1293,X14,M,14,0
1988,1185,X15,M,15,0
1988,1192,X16,M,16,0
1988,1328,Y01,M,1,0
1988,1246,Y02,M,2,0
1988,1228,Y03,M,3,0
1988,1140,Y04,M,4,0
1988,1257,Y05,M,5,0
1988,1437,Y06,M,6,0
1988,1268,Y07,M,7,0
1988,1120,Y08,M,8,0
1988,1133,Y09,M,9,0
1988,1364,Y10,M,10,0
1988,1116,Y11,M,11,0
1988,1333,Y12,M,12,0
1988,1150,Y13,M,13,0
1988,1427,Y14,M,14,0
1988,1380,Y15,M,15,0
1988,1151,Y16,M,16,0
1988,1112,Z01,M,1,0
1988,1314,Z02,M,2,0
1988,1276,Z03,M,3,0
1988,1424,Z04,M,4,0
1988,1234,Z05,M,5,0
1988,1196,Z06,M,6,0
1988,1461,Z07,M,7,0
1988,1371,Z08,M,8,0
1988,1431,Z09,M,9,0
1988,1258,Z10,M,10,0
1988,1385,Z11,M,11,0
1988,1199,Z12,M,12,0
1988,1283,Z13,M,13,0
1988,1129,Z14,M,14,0
1988,1317,Z15,M,15,0
1988,1165,Z16,M,16,0
1989,1207,W01,M,1,0
1989,1181,W02,M,2,0
1989,1390,W03,M,3,0
1989,1234,W04,M,4,0
1989,1301,W05,M,5,0
1989,1243,W06,M,6,0
1989,1452,W07,M,7,0
1989,1435,W08,M,8,0
1989,1323,W09,M,9,0
1989,1397,W10,M,10,0
1989,1278,W11,M,11,0
1989,1376,W12,M,12,0
1989,1353,W13,M,13,0
1989,1373,W14,M,14,0
1989,1354,W15,M,15,0
1989,1343,W16,M,16,0
1989,1112,X01,M,1,0
1989,1231,X02,M,2,0
1989,1371,X03,M,3,0
1989,1424,X04,M,4,0
1989,1272,X05,M,5,0
1989,1333,X06,M,6,0
1989,1431,X07,M,7,0
1989,1388,X08,M,8,0
1989,1155,X09,M,9,0
1989,1261,X10,M,10,0
1989,1191,X11,M,11,0
1989,1177,X12,M,12,0
1989,1225,X13,M,13,0
1989,1283,X14,M,14,0
1989,1206,X15,M,15,0
1989,1352,X16,M,16,0
1989,1228,Y01,M,1,0
1989,1393,Y02,M,2,0
1989,1281,Y03,M,3,0
1989,1257,Y04,M,4,0
1989,1116,Y05,M,5,0
1989,1210,Y06,M,6,0
1989,1196,Y07,M,7,0
1989,1338,Y08,M,8,0
1989,1123,Y09,M,9,0
1989,1161,Y10,M,10,0
1989,1400,Y11,M,11,0
1989,1258,Y12,M,12,0
1989,1114,Y13,M,13,0
1989,1166,Y14,M,14,0
1989,1137,Y15,M,15,0
1989,1270,Y16,M,16,0
1989,1328,Z01,M,1,0
1989,1314,Z02,M,2,0
1989,1276,Z03,M,3,0
1989,1199,Z04,M,4,0
1989,1438,Z05,M,5,0
1989,1104,Z06,M,6,0
1989,1417,Z07,M,7,0
1989,1247,Z08,M,8,0
1989,1256,Z09,M,9,0
1989,1235,Z10,M,10,0
1989,1375,Z11,M,11,0
1989,1344,Z12,M,12,0
1989,1292,Z13,M,13,0
1989,1462,Z14,M,14,0
1989,1380,Z15,M,15,0
1989,1190,Z16,M,16,0
1990,1163,W01,M,1,0
1990,1242,W02,M,2,0
1990,1181,W03,M,3,0
1990,1247,W04,M,4,0
1990,1155,W05,M,5,0
1990,1385,W06,M,6,0
1990,1417,W07,M,7,0
1990,1231,W08,M,8,0
1990,1143,W09,M,9,0
1990,1412,W10,M,10,0
1990,1396,W11,M,11,0
1990,1140,W12,M,12,0
1990,1379,W13,M,13,0
1990,1350,W14,M,14,0
1990,1352,W15,M,15,0
1990,1131,W16,M,16,0
1990,1328,X01,M,1,0
1990,1345,X02,M,2,0
1990,1207,X03,M,3,0
1990,1116,X04,M,4,0
1990,1228,X05,M,5,0
1990,1462,X06,M,6,0
1990,1208,X07,M,7,0
1990,1314,X08,M,8,0
1990,1283,X09,M,9,0
1990,1400,X10,M,10,0
1990,1243,X11,M,11,0
1990,1173,X12,M,12,0
1990,1343,X13,M,13,0
1990,1411,X14,M,14,0
1990,1419,X15,M,15,0
1990,1406,X16,M,16,0
1990,1277,Y01,M,1,0
1990,1393,Y02,M,2,0
1990,1281,Y03,M,3,0
1990,1210,Y04,M,4,0
1990,1261,Y05,M,5,0
1990,1278,Y06,M,6,0
1990,1438,Y07,M,7,0
1990,1222,Y08,M,8,0
1990,1364,Y09,M,9,0
1990,1323,Y10,M,10,0
1990,1431,Y11,M,11,0
1990,1437,Y12,M,12,0
1990,1190,Y13,M,13,0
1990,1320,Y14,M,14,0
1990,1164,Y15,M,15,0
1990,1293,Y16,M,16,0
1990,1424,Z01,M,1,0
1990,1112,Z02,M,2,0
1990,1276,Z03,M,3,0
1990,1257,Z04,M,4,0
1990,1333,Z05,M,5,0
1990,1308,Z06,M,6,0
1990,1104,Z07,M,7,0
1990,1326,Z08,M,8,0
1990,1344,Z09,M,9,0
1990,1161,Z10,M,10,0
1990,1258,Z11,M,11,0
1990,1123,Z12,M,12,0
1990,1225,Z13,M,13,0
1990,1229,Z14,M,14,0
1990,1378,Z15,M,15,0
1990,1114,Z16,M,16,0
1991,1314,W01,M,1,0
1991,1393,W02,M,2,0
1991,1329,W03,M,3,0
1991,1417,W04,M,4,0
1991,1280,W05,M,5,0
1991,1301,W06,M,6,0
1991,1345,W07,M,7,0
1991,1343,W08,M,8,0
1991,1437,W09,M,9,0
1991,1396,W10,M,10,0
1991,1379,W11,M,11,0
1991,1185,W12,M,12,0
1991,1336,W13,M,13,0
1991,1307,W14,M,14,0
1991,1350,W15,M,15,0
1991,1318,W16,M,16,0
1991,1116,X01,M,1,0
1991,1231,X02,M,2,0
1991,1242,X03,M,3,0
1991,1104,X04,M,4,0
1991,1448,X05,M,5,0
1991,1338,X06,M,6,0
1991,1199,X07,M,7,0
1991,1113,X08,M,8,0
1991,1353,X09,M,9,0
1991,1425,X10,M,10,0
1991,1208,X11,M,11,0
1991,1256,X12,M,12,0
1991,1293,X13,M,13,0
1991,1309,X14,M,14,0
1991,1157,X15,M,15,0
1991,1209,X16,M,16,0
1991,1326,Y01,M,1,0
1991,1181,Y02,M,2,0
1991,1304,Y03,M,3,0
1991,1385,Y04,M,4,0
1991,1400,Y05,M,5,0
1991,1261,Y06,M,6,0
1991,1234,Y07,M,7,0
1991,1210,Y08,M,8,0
1991,1177,Y09,M,9,0
1991,1190,Y10,M,10,0
1991,1163,Y11,M,11,0
1991,1389,Y12,M,12,0
1991,1296,Y13,M,13,0
1991,1462,Y14,M,14,0
1991,1419,Y15,M,15,0
1991,1406,Y16,M,16,0
1991,1424,Z01,M,1,0
1991,1112,Z02,M,2,0
1991,1371,Z03,M,3,0
1991,1428,Z04,M,4,0
1991,1277,Z05,M,5,0
1991,1308,Z06,M,6,0
1991,1438,Z07,M,7,0
1991,1207,Z08,M,8,0
1991,1435,Z09,M,9,0
1991,1140,Z10,M,10,0
1991,1166,Z11,M,11,0
1991,1453,Z12,M,12,0
1991,1375,Z13,M,13,0
1991,1337,Z14,M,14,0
1991,1384,Z15,M,15,0
1991,1285,Z16,M,16,0
1992,1181,W01,M,1,0
1992,1246,W02,M,2,0
1992,1269,W03,M,3,0
1992,1371,W04,M,4,0
1992,1281,W05,M,5,0
1992,1393,W06,M,6,0
1992,1150,W07,M,7,0
1992,1400,W08,M,8,0
1992,1234,W09,M,9,0
1992,1235,W10,M,10,0
1992,1343,W11,M,11,0
1992,1452,W12,M,12,0
1992,1247,W13,M,13,0
1992,1200,W14,M,14,0
1992,1330,W15,M,15,0
1992,1144,W16,M,16,0
1992,1417,X01,M,1,0
1992,1231,X02,M,2,0
1992,1199,X03,M,3,0
1992,1328,X04,M,4,0
1992,1177,X05,M,5,0
1992,1207,X06,M,6,0
1992,1261,X07,M,7,0
1992,1257,X08,M,8,0
1992,1448,X09,M,9,0
1992,1140,X10,M,10,0
1992,1378,X11,M,11,0
1992,1308,X12,M,12,0
1992,1418,X13,M,13,0
1992,1285,X14,M,14,0
1992,1183,X15,M,15,0
1992,1352,X16,M,16,0
1992,1242,Y01,M,1,0
1992,1425,Y02,M,2,0
1992,1116,Y03,M,3,0
1992,1153,Y04,M,4,0
1992,1277,Y05,M,5,0
1992,1272,Y06,M,6,0
1992,1210,Y07,M,7,0
1992,1191,Y08,M,8,0
1992,1431,Y09,M,9,0
1992,1222,Y10,M,10,0
1992,1337,Y11,M,11,0
1992,1283,Y12,M,12,0
1992,1174,Y13,M,13,0
1992,1293,Y14,M,14,0
1992,1419,Y15,M,15,0
1992,1224,Y16,M,16,0
1992,1326,Z01,M,1,0
1992,1329,Z02,M,2,0
1992,1112,Z03,M,3,0
1992,1314,Z04,M,4,0
1992,1104,Z05,M,5,0
1992,1276,Z06,M,6,0
1992,1385,Z07,M,7,0
1992,1304,Z08,M,8,0
1992,1163,Z09,M,9,0
1992,1408,Z10,M,10,0
1992,1396,Z11,M,11,0
1992,1390,Z12,M,12,0
1992,1275,Z13,M,13,0
1992,1190,Z14,M,14,0
1992,1204,Z15,M,15,0
1992,1290,Z16,M,16,0
1993,1314,W01,M,1,0
1993,1153,W02,M,2,0
1993,1269,W03,M,3,0
1993,1116,W04,M,4,0
1993,1385,W05,M,5,0
1993,1438,W06,M,6,0
1993,1308,W07,M,7,0
1993,1348,W08,M,8,0
1993,1345,W09,M,9,0
1993,1304,W10,M,10,0
1993,1264,W11,M,11,0
1993,1403,W12,M,12,0
1993,1221,W13,M,13,0
1993,1335,W14,M,14,0
1993,1164,W15,M,15,0
1993,1187,W16,M,16,0
1993,1231,X01,M,1,0
1993,1242,X02,M,2,0
1993,1181,X03,M,3,0
1993,1257,X04,M,4,0
1993,1329,X05,M,5,0
1993,1143,X06,M,6,0
1993,1140,X07,M,7,0
1993,1309,X08,M,8,0
1993,1462,X09,M,9,0
1993,1374,X10,M,10,0
1993,1261,X11,M,11,0
1993,1266,X12,M,12,0
1993,1174,X13,M,13,0
1993,1356,X14,M,14,0
1993,1123,X15,M,15,0
1993,1460,X16,M,16,0
1993,1246,Y01,M,1,0
1993,1371,Y02,M,2,0
1993,1199,Y03,M,3,0
1993,1234,Y04,M,4,0
1993,1448,Y05,M,5,0
1993,1243,Y06,M,6,0
1993,1443,Y07,M,7,0
1993,1428,Y08,M,8,0
1993,1338,Y09,M,9,0
1993,1272,Y10,M,10,0
1993,1408,Y11,M,11,0
1993,1151,Y12,M,12,0
1993,1419,Y13,M,13,0
1993,1191,Y14,M,14,0
1993,1398,Y15,M,15,0
1993,1351,Y16,M,16,0
1993,1276,Z01,M,1,0
1993,1112,Z02,M,2,0
1993,1435,Z03,M,3,0
1993,1210,Z04,M,4,0
1993,1307,Z05,M,5,0
1993,1228,Z06,M,6,0
1993,1396,Z07,M,7,0
1993,1235,Z08,M,8,0
1993,1417,Z09,M,9,0
1993,1281,Z10,M,10,0
1993,1253,Z11,M,11,0
1993,1203,Z12,M,12,0
1993,1380,Z13,M,13,0
1993,1129,Z14,M,14,0
1993,1365,Z15,M,15,0
1993,1157,Z16,M,16,0
1994,1314,W01,M,1,0
1994,1163,W02,M,2,0
1994,1196,W03,M,3,0
1994,1396,W04,M,4,0
1994,1231,W05,M,5,0
1994,1304,W06,M,6,0
1994,1412,W07,M,7,0
1994,1450,W08,M,8,0
1994,1130,W09,M,9,0
1994,1203,W10,M,10,0
1994,1335,W11,M,11,0
1994,1325,W12,M,12,0
1994,1180,W13,M,13,0
1994,1241,W14,M,14,0
1994,1351,W15,M,15,0
1994,1251,W16,M,16,0
1994,1345,X01,M,1,0
1994,1181,X02,M,2,0
1994,1246,X03,M,3,0
1994,1242,X04,M,4,0
1994,1448,X05,M,5,0
1994,1266,X06,M,6,0
1994,1277,X07,M,7,0
1994,1344,X08,M,8,0
1994,1104,X09,M,9,0
1994,1371,X10,M,10,0
1994,1418,X11,M,11,0
1994,1158,X12,M,12,0
1994,1151,X13,M,13,0
1994,1398,X14,M,14,0
1994,1411,X15,M,15,0
1994,1416,X16,M,16,0
1994,1116,Y01,M,1,0
1994,1269,Y02,M,2,0
1994,1276,Y03,M,3,0
1994,1329,Y04,M,4,0
1994,1417,Y05,M,5,0
1994,1400,Y06,M,6,0
1994,1387,Y07,M,7,0
1994,1228,Y08,M,8,0
1994,1207,Y09,M,9,0
1994,1268,Y10,M,10,0
1994,1443,Y11,M,11,0
1994,1409,Y12,M,12,0
1994,1308,Y13,M,13,0
1994,1337,Y14,M,14,0
1994,1402,Y15,M,15,0
1994,1299,Y16,M,16,0
1994,1281,Z01,M,1,0
1994,1112,Z02,M,2,0
1994,1257,Z03,M,3,0
1994,1393,Z04,M,4,0
1994,1143,Z05,M,5,0
1994,1278,Z06,M,6,0
1994,1438,Z07,M,7,0
1994,1153,Z08,M,8,0
1994,1458,Z09,M,9,0
1994,1307,Z10,M,10,0
1994,1356,Z11,M,11,0
1994,1453,Z12,M,12,0
1994,1218,Z13,M,13,0
1994,1129,Z14,M,14,0
1994,1259,Z15,M,15,0
1994,1298,Z16,M,16,0
1995,1448,W01,M,1,0
1995,1269,W02,M,2,0
1995,1437,W03,M,3,0
1995,1329,W04,M,4,0
1995,1104,W05,M,5,0
1995,1409,W06,M,6,0
1995,1150,W07,M,7,0
1995,1278,W08,M,8,0
1995,1387,W09,M,9,0
1995,1390,W10,M,10,0
1995,1228,W11,M,11,0
1995,1335,W12,M,12,0
1995,1180,W13,M,13,0
1995,1330,W14,M,14,0
1995,1389,W15,M,15,0
1995,1299,W16,M,16,0
1995,1417,X01,M,1,0
1995,1163,X02,M,2,0
1995,1268,X03,M,3,0
1995,1428,X04,M,4,0
1995,1280,X05,M,5,0
1995,1332,X06,M,6,0
1995,1153,X07,M,7,0
1995,1281,X08,M,8,0
1995,1231,X09,M,9,0
1995,1396,X10,M,10,0
1995,1400,X11,M,11,0
1995,1365,X12,M,12,0
1995,1253,X13,M,13,0
1995,1211,X14,M,14,0
1995,1151,X15,M,15,0
1995,1198,X16,M,16,0
1995,1242,Y01,M,1,0
1995,1116,Y02,M,2,0
1995,1345,Y03,M,3,0
1995,1438,Y04,M,4,0
1995,1112,Y05,M,5,0
1995,1272,Y06,M,6,0
1995,1393,Y07,M,7,0
1995,1443,Y08,M,8,0
1995,1276,Y09,M,9,0
1995,1356,Y10,M,10,0
1995,1257,Y11,M,11,0
1995,1275,Y12,M,12,0
1995,1311,Y13,M,13,0
1995,1453,Y14,M,14,0
1995,1411,Y15,M,15,0
1995,1159,Y16,M,16,0
1995,1246,Z01,M,1,0
1995,1314,Z02,M,2,0
1995,1277,Z03,M,3,0
1995,1328,Z04,M,4,0
1995,1113,Z05,M,5,0
1995,1207,Z06,M,6,0
1995,1235,Z07,M,7,0
1995,1140,Z08,M,8,0
1995,1408,Z09,M,9,0
1995,1196,Z10,M,10,0
1995,1462,Z11,M,11,0
1995,1123,Z12,M,12,0
1995,1264,Z13,M,13,0
1995,1451,Z14,M,14,0
1995,1293,Z15,M,15,0
1995,1291,Z16,M,16,0
1996,1269,W01,M,1,0
1996,1207,W02,M,2,0
1996,1403,W03,M,3,0
1996,1266,W04,M,4,0
1996,1336,W05,M,5,0
1996,1314,W06,M,6,0
1996,1307,W07,M,7,0
1996,1133,W08,M,8,0
1996,1390,W09,M,9,0
1996,1243,W10,M,10,0
1996,1309,W11,M,11,0
1996,1116,W12,M,12,0
1996,1284,W13,M,13,0
1996,1296,W14,M,14,0
1996,1290,W15,M,15,0
1996,1416,W16,M,16,0
1996,1246,X01,M,1,0
1996,1448,X02,M,2,0
1996,1437,X03,M,3,0
1996,1428,X04,M,4,0
1996,1235,X05,M,5,0
1996,1257,X06,M,6,0
1996,1276,X07,M,7,0
1996,1453,X08,M,8,0
1996,1439,X09,M,9,0
1996,1400,X10,M,10,0
1996,1409,X11,M,11,0
1996,1143,X12,M,12,0
1996,1145,X13,M,13,0
1996,1339,X14,M,14,0
1996,1419,X15,M,15,0
1996,1363,X16,M,16,0
1996,1163,Y01,M,1,0
1996,1153,Y02,M,2,0
1996,1210,Y03,M,3,0
1996,1417,Y04,M,4,0
1996,1280,Y05,M,5,0
1996,1231,Y06,M,6,0
1996,1396,Y07,M,7,0
1996,1181,Y08,M,8,0
1996,1185,Y09,M,9,0
1996,1328,Y10,M,10,0
1996,1130,Y11,M,11,0
1996,1433,Y12,M,12,0
1996,1343,Y13,M,13,0
1996,1122,Y14,M,14,0
1996,1422,Y15,M,15,0
1996,1159,Y16,M,16,0
1996,1345,Z01,M,1,0
1996,1242,Z02,M,2,0
1996,1112,Z03,M,3,0
1996,1393,Z04,M,4,0
1996,1272,Z05,M,5,0
1996,1234,Z06,M,6,0
1996,1268,Z07,M,7,0
1996,1208,Z08,M,8,0
1996,1155,Z09,M,9,0
1996,1365,Z10,M,10,0
1996,1203,Z11,M,11,0
1996,1180,Z12,M,12,0
1996,1286,Z13,M,13,0
1996,1434,Z14,M,14,0
1996,1354,Z15,M,15,0
1996,1441,Z16,M,16,0
1997,1314,W01,M,1,0
1997,1376,W02,M,2,0
1997,1307,W03,M,3,0
1997,1437,W04,M,4,0
1997,1143,W05,M,5,0
1997,1257,W06,M,6,0
1997,1458,W07,M,7,0
1997,1231,W08,M,8,0
1997,1160,W09,M,9,0
1997,1400,W10,M,10,0
1997,1269,W11,M,11,0
1997,1343,W12,M,12,0
1997,1254,W13,M,13,0
1997,1330,W14,M,14,0
1997,1164,W15,M,15,0
1997,1193,W16,M,16,0
1997,1242,X01,M,1,0
1997,1181,X02,M,2,0
1997,1208,X03,M,3,0
1997,1112,X04,M,4,0
1997,1268,X05,M,5,0
1997,1228,X06,M,6,0
1997,1266,X07,M,7,0
1997,1345,X08,M,8,0
1997,1348,X09,M,9,0
1997,1344,X10,M,10,0
1997,1425,X11,M,11,0
1997,1158,X12,M,12,0
1997,1375,X13,M,13,0
1997,1151,X14,M,14,0
1997,1293,X15,M,15,0
1997,1238,X16,M,16,0
1997,1278,Y01,M,1,0
1997,1417,Y02,M,2,0
1997,1153,Y03,M,3,0
1997,1155,Y04,M,4,0
1997,1409,Y05,M,5,0
1997,1235,Y06,M,6,0
1997,1462,Y07,M,7,0
1997,1279,Y08,M,8,0
1997,1396,Y09,M,9,0
1997,1435,Y10,M,10,0
1997,1229,Y11,M,11,0
1997,1131,Y12,M,12,0
1997,1275,Y13,M,13,0
1997,1139,Y14,M,14,0
1997,1149,Y15,M,15,0
1997,1402,Y16,M,16,0
1997,1246,Z01,M,1,0
1997,1428,Z02,M,2,0
1997,1448,Z03,M,3,0
1997,1386,Z04,M,4,0
1997,1130,Z05,M,5,0
1997,1390,Z06,M,6,0
1997,1150,Z07,M,7,0
1997,1234,Z08,M,8,0
1997,1438,Z09,M,9,0
1997,1207,Z10,M,10,0
1997,1328,Z11,M,11,0
1997,1434,Z12,M,12,0
1997,1334,Z13,M,13,0
1997,1388,Z14,M,14,0
1997,1298,Z15,M,15,0
1997,1285,Z16,M,16,0
1998,1314,W01,M,1,0
1998,1163,W02,M,2,0
1998,1376,W03,M,3,0
1998,1277,W04,M,4,0
1998,1343,W05,M,5,0
1998,1462,W06,M,6,0
1998,1231,W07,M,7,0
1998,1150,W08,M,8,0
1998,1227,W09,M,9,0
1998,1328,W10,M,10,0
1998,1449,W11,M,11,0
1998,1424,W12,M,12,0
1998,1185,W13,M,13,0
1998,1350,W14,M,14,0
1998,1192,W15,M,15,0
1998,1298,W16,M,16,0
1998,1112,X01,M,1,0
1998,1153,X02,M,2,0
1998,1428,X03,M,3,0
1998,1268,X04,M,4,0
1998,1228,X05,M,5,0
1998,1116,X06,M,6,0
1998,1396,X07,M,7,0
1998,1397,X08,M,8,0
1998,1229,X09,M,9,0
1998,1452,X10,M,10,0
1998,1304,X11,M,11,0
1998,1375,X12,M,12,0
1998,1429,X13,M,13,0
1998,1362,X14,M,14,0
1998,1319,X15,M,15,0
1998,1311,X16,M,16,0
1998,1242,Y01,M,1,0
1998,1345,Y02,M,2,0
1998,1390,Y03,M,3,0
1998,1279,Y04,M,4,0
1998,1395,Y05,M,5,0
1998,1155,Y06,M,6,0
1998,1385,Y07,M,7,0
1998,1348,Y08,M,8,0
1998,1293,Y09,M,9,0
1998,1178,Y10,M,10,0
1998,1444,Y11,M,11,0
1998,1199,Y12,M,12,0
1998,1434,Y13,M,13,0
1998,1158,Y14,M,14,0
1998,1174,Y15,M,15,0
1998,1341,Y16,M,16,0
1998,1181,Z01,M,1,0
1998,1246,Z02,M,2,0
1998,1276,Z03,M,3,0
1998,1307,Z04,M,4,0
1998,1393,Z05,M,5,0
1998,1417,Z06,M,6,0
1998,1269,Z07,M,7,0
1998,1329,Z08,M,8,0
1998,1203,Z09,M,9,0
1998,1387,Z10,M,10,0
1998,1274,Z11,M,11,0
1998,1233,Z12,M,12,0
1998,1139,Z13,M,13,0
1998,1172,Z14,M,14,0
1998,1354,Z15,M,15,0
1998,1347,Z16,M,16,0
1999,1181,W01,M,1,0
1999,1274,W02,M,2,0
1999,1153,W03,M,3,0
1999,1397,W04,M,4,0
